0.0,0.0,0.0,0.0,0.0,0.0,-2.445997983059004e-6,2.4460024019378604e-6,-2.4345935856136176e-6,2.4345911319287065e-6
0.0,0.0,0.0,0.0,0.0,0.0,-0.002939720192315333,0.002952102437028703,-0.09706157681498322,0.09718266249292466
0.0,0.0,0.0,0.0,0.0,0.0,-0.03685804998495518,0.037002915734094984,-0.20219718887350102,0.20259739262825038
0.0,0.0,0.0,0.0,0.0,0.0,-0.16712166237328352,0.1678154409650177,-0.24820790042140767,0.248821500261929
0.0,0.0,0.0,0.0,0.0,0.0,-0.3941668317625518,0.3960068576937067,-0.25240673077314096,0.25297426485048746
0.0,0.0,0.0,0.0,0.0,0.0,-0.6053794203131884,0.6085701782522153,-0.4835079364697425,0.4784324549363679
0.0,0.0,0.0,0.0,0.0,0.0,-0.7373981073328691,0.7417660852135879,-1.0789914831379732,1.0684779841936358
0.0,0.0,0.0,0.0,0.0,0.0,-0.8077375721139654,0.8130490041030415,-1.3703988054132286,1.3601787122836846
0.0,0.0,0.0,0.0,0.0,0.0,-0.8617319628671022,0.8677578317085874,-1.6530988587153843,1.6437742624979172
0.0,0.0,0.0,0.0,0.0,0.0,-0.9657301597961283,0.9720660405879681,-2.0983286276651647,2.0896660588451033
