0.0,0.0,0.0,0.0,0.0,0.0,-1.153199281660658e-5,1.1531983228158993e-5,-1.8632587251974376e-6,1.8632329313788142e-6
0.0,0.0,0.0,0.0,0.0,0.0,-0.048585440106102176,0.04845519796018567,-0.05162429890879875,0.05162000079609196
0.0,0.0,0.0,0.0,0.0,0.0,-0.44058728989743484,0.4402609591040569,-0.10163812509671419,0.10161565511383322
0.0,0.0,0.0,0.0,0.0,0.0,-0.9550139721688311,0.9557597462565278,-0.1188096328478424,0.11875182164305437
0.0,0.0,0.0,0.0,0.0,0.0,-1.2060398271050154,1.2077087594450462,-0.13695369300418142,0.13683135517061837
0.0,0.0,0.0,0.0,0.0,0.0,-1.2889827947502426,1.2911510769896968,-0.2480905103297436,0.2478291646945229
0.0,0.0,0.0,0.0,0.0,0.0,-1.2902566420654,1.2927251186320659,-0.5908348111723725,0.5905549139363044
0.0,0.0,0.0,0.0,0.0,0.0,-1.253932936703482,1.2566216840672424,-0.9846956485529843,0.9845420789232852
0.0,0.0,0.0,0.0,0.0,0.0,-1.2084691532172003,1.2113443220827245,-1.4197488341726066,1.4196572413057558
0.0,0.0,0.0,0.0,0.0,0.0,-1.3010007827100225,1.303553326398365,-2.0964642509710774,2.0963728356265365
